emp_no,first_name,last_name,from_date,title
289981,Luisa,Swick,1987-08-12,Senior Staff
55265,Luisa,Waleschkowski,1986-05-22,Senior Engineer
96276,Luisa,Wossner,1988-11-22,Senior Staff
206847,Luise,Akazan,1992-10-02,Staff
41371,Luise,Decaestecker,1988-08-27,Senior Staff
96107,Luise,Geffroy,1987-07-06,Senior Engineer
478509,Luise,Gerlach,1986-04-26,Staff
470216,Luise,Gornas,1985-09-07,Engineer
97088,Luise,Gronowski,1995-07-29,Technique Leader
402119,Luise,Haldar,1986-09-04,Engineer
249225,Luise,Horswill,1990-10-02,Engineer
480219,Luise,Lemarechal,1986-11-24,Engineer
254013,Luise,Luff,1985-09-28,Senior Staff
233964,Luise,Merle,1991-12-02,Senior Engineer
483131,Luise,Narwekar,1985-02-07,Engineer
240441,Luise,Prampolini,1996-01-02,Staff
76749,Luise,Raoux,1994-08-01,Staff
35681,Luise,Roisin,1990-08-23,Senior Engineer
202661,Luise,Schueller,1994-08-07,Staff
223581,Luise,Skrikant,1993-02-25,Senior Staff
220238,Luise,Stille,1991-09-04,Engineer
66866,Luise,Sundgren,1988-07-23,Technique Leader
41983,Luise,Wixon,1986-12-22,Engineer
237364,Lunjin,Birsak,1985-11-09,Staff
460404,Lunjin,Clouatre,1992-04-08,Senior Staff
287267,Lunjin,Cummings,1995-06-25,Senior Engineer
233187,Lunjin,Czaja,1987-12-27,Senior Staff
429105,Lunjin,Denna,1986-04-10,Senior Engineer
278407,Lunjin,Egerstedt,1986-01-21,Engineer
496215,Lunjin,Erde,1995-04-30,Engineer
87856,Lunjin,Erol,1986-09-30,Staff
93495,Lunjin,Gill,1987-09-12,Senior Engineer
248049,Lunjin,Henseler,1998-03-27,Engineer
401846,Lunjin,Jakobus,1989-08-07,Senior Engineer
203459,Lunjin,Juneja,1991-10-02,Senior Staff
288575,Lunjin,Lindenbaum,1986-10-25,Engineer
95389,Lunjin,Lund,1986-09-13,Engineer
50393,Lunjin,Marzano,1985-11-06,Engineer
469193,Lunjin,Mitzlaff,1987-02-18,Senior Staff
15892,Lunjin,Pettis,1986-09-20,Senior Engineer
410011,Lunjin,Selvestrel,1991-09-27,Senior Staff
456364,Lunjin,Tagansky,1986-10-02,Senior Engineer
92785,Lunjin,Underwood,1986-12-21,Senior Engineer
201854,Lunjin,Varman,1987-04-11,Senior Engineer
406521,Lunjin,Zongker,1987-01-11,Engineer
472743,Lunjin,Zweizig,1991-03-06,Senior Engineer
298365,Mabhin,Ananiadou,1986-05-06,Senior Engineer
66754,Mabhin,Angiulli,1997-11-03,Engineer
46666,Mabhin,Avouris,1993-07-17,Senior Staff
37466,Mabhin,Barinka,1990-10-09,Senior Engineer
463256,Mabhin,Demos,1985-12-20,Senior Staff
83934,Mabhin,Edelhoff,1986-12-13,Engineer
462157,Mabhin,Emmart,1986-08-07,Senior Staff
273902,Mabhin,Feldmann,1985-06-20,Senior Engineer
209791,Mabhin,Garnham,1986-10-23,Senior Staff
494105,Mabhin,Himler,1991-10-04,Staff
446455,Mabhin,Honiden,1996-10-07,Engineer
408968,Mabhin,Isard,1988-01-15,Senior Staff
405512,Mabhin,Jeansoulin,1992-10-28,Engineer
232048,Mabhin,Kandlur,1986-04-23,Engineer
495058,Mabhin,Keirsey,1999-10-07,Staff
285659,Mabhin,Lorys,1986-10-23,Senior Staff
258122,Mabhin,Mamelak,1987-09-20,Senior Engineer
58665,Mabhin,Marquardt,1986-06-27,Staff
33574,Mabhin,McAffer,1993-05-19,Senior Engineer
244524,Mabhin,Monarch,1991-06-30,Senior Engineer
236837,Mabhin,Qiwen,1989-10-20,Senior Engineer
202023,Mabhin,Radivojevic,1988-07-18,Senior Engineer
470882,Mabhin,Sabnani,1987-08-30,Staff
203030,Mabhin,Schade,1989-03-10,Senior Engineer
429423,Mabhin,Servi,1986-11-28,Senior Staff
87306,Mabhin,Speckmann,1995-11-07,Staff
81999,Mabhin,Vigier,1996-07-17,Senior Staff
18580,Mabo,Bamford,1997-09-18,Assistant Engineer
418703,Mabo,Cairo,1985-07-22,Senior Engineer
283215,Mabo,Chelton,1995-03-14,Senior Engineer
445995,Mabo,Denny,1985-06-25,Senior Engineer
290537,Mabo,Erbe,1988-03-25,Staff
407437,Mabo,Farrag,1988-11-17,Senior Staff
417286,Mabo,Fordan,1988-05-21,Engineer
28529,Mabo,Griswold,1985-06-09,Senior Engineer
208040,Mabo,Kadhim,1991-08-14,Senior Engineer
421337,Mabo,Kavraki,1996-12-22,Staff
233610,Mabo,Litzler,1987-08-08,Senior Staff
80805,Mabo,Lorin,1987-04-11,Senior Engineer
105184,Mabo,Luck,1988-07-31,Staff
436077,Mabo,Macedo,1985-02-11,Senior Staff
433321,Mabo,Msuda,1987-01-22,Senior Engineer
478406,Mabo,Mullainathan,1997-04-27,Engineer
419622,Mabo,Murillo,1988-03-17,Senior Staff
431744,Mabo,Oxman,1987-08-25,Engineer
96977,Mabo,Pavlopoulou,1996-11-07,Engineer
18210,Mabo,Radhakrishnan,1994-06-19,Senior Engineer
67653,Mabo,Rathonyi,1990-07-18,Assistant Engineer
497431,Mabo,Ruemmler,1985-05-23,Engineer
486174,Mabo,Sinitsyn,1987-05-24,Staff
45376,Mabo,Toyoshima,1985-07-17,Staff
454963,Mabo,Weedon,1985-07-11,Senior Staff
292872,Mabo,Wilfing,1998-11-13,Engineer
298950,Mabry,Armand,1986-09-12,Senior Engineer
287373,Mabry,Beznosov,1997-08-08,Engineer
200434,Mabry,Boguraev,1998-01-05,Assistant Engineer
203667,Mabry,Conia,1986-05-14,Senior Staff
269667,Mabry,Dalphin,1999-07-03,Engineer
438162,Mabry,Erdmenger,1987-02-09,Senior Staff
103092,Mabry,Falby,1986-10-01,Senior Engineer
19975,Mabry,Geffroy,1991-02-16,Engineer
268838,Mabry,Jumpertz,1985-09-17,Senior Engineer
63495,Mabry,Kleiser,1985-10-25,Senior Engineer
451790,Mabry,Neiman,1988-04-23,Senior Staff
49091,Mabry,Papadias,1986-12-07,Engineer
60711,Mabry,Ramaiah,1988-09-15,Engineer
22758,Mabry,Rijckaert,1986-06-15,Senior Staff
234092,Mabry,Rusmann,1985-06-23,Senior Engineer
88491,Mabry,Swiler,1990-09-21,Staff
91424,Mabry,Talmon,1986-07-12,Engineer
494969,Mabry,Ullian,1987-05-30,Assistant Engineer
82761,Mabry,Underwood,1986-01-22,Staff
57373,Mabry,Zhiwei,1990-04-29,Senior Staff
46587,Macha,Baaleh,1993-05-10,Staff
24041,Macha,Bednarek,1988-04-27,Technique Leader
299882,Macha,Cangellaris,1991-07-22,Engineer
30648,Macha,Chartres,1986-06-04,Senior Engineer
428245,Macha,Christianini,1997-05-06,Senior Engineer
488249,Macha,Ciolek,1986-05-10,Senior Staff
491035,Macha,Delgrande,1987-09-01,Staff
243948,Macha,Ducloy,1986-05-11,Assistant Engineer
458398,Macha,Farris,1988-08-22,Assistant Engineer
211559,Macha,Flowers,1985-12-04,Technique Leader
87170,Macha,Gide,1988-06-04,Engineer
276943,Macha,Hardjono,1990-03-12,Senior Engineer
206399,Macha,Hasham,1991-06-04,Senior Engineer
81152,Macha,Junet,1987-05-30,Senior Engineer
73636,Macha,Koblitz,1997-05-07,Engineer
403909,Macha,Lichtman,1985-06-08,Staff
248092,Macha,Marzano,1987-11-11,Staff
26747,Macha,McDermid,1994-04-20,Technique Leader
274269,Macha,Nitto,1987-05-21,Engineer
34938,Macha,Penz,1999-11-21,Engineer
26384,Macha,Picci,1986-09-05,Staff
295573,Macha,Ramsay,1985-10-11,Technique Leader
33628,Macha,Ritcey,1987-11-05,Senior Engineer
450197,Macha,Schapire,1996-04-30,Staff
450480,Macha,Speer,1986-06-09,Senior Engineer
72004,Macha,Undy,1986-02-04,Engineer
498696,Macha,Zockler,1998-08-27,Staff
13302,Mack,Alencar,1990-09-26,Engineer
455957,Mack,Basagni,1988-11-30,Senior Staff
478279,Mack,Beeson,1987-01-12,Senior Engineer
437266,Mack,Biran,1995-06-14,Engineer
484842,Mack,Conia,1987-12-10,Senior Engineer
454182,Mack,Cooke,1993-07-23,Senior Staff
425585,Mack,Heemskerk,1988-06-19,Senior Engineer
88080,Mack,Heuser,1986-09-30,Staff
202232,Mack,Lalonde,1985-02-11,Senior Engineer
56306,Mack,Lindqvist,1988-07-20,Senior Engineer
37504,Mack,Maquelin,1985-05-30,Engineer
81438,Mack,McClure,1986-06-17,Engineer
470554,Mack,Mungall,1986-07-09,Engineer
498494,Mack,Orlowska,1996-12-27,Senior Engineer
15600,Mack,Perna,1985-04-26,Engineer
98038,Mack,Peron,1987-11-17,Engineer
228542,Mack,Quadeer,1999-06-24,Staff
21044,Mack,Rajala,1986-07-03,Senior Engineer
248965,Mack,Spinelli,1985-04-15,Senior Staff
91243,Mads,Anick,1995-06-05,Staff
76247,Mads,Azuma,1988-10-03,Senior Staff
259052,Mads,Comellas,1986-10-27,Senior Staff
476165,Mads,Demke,1998-03-19,Senior Staff
441271,Mads,Esposito,1992-12-28,Engineer
410890,Mads,Gelosh,1999-06-07,Staff
490387,Mads,Haddadi,1998-05-19,Staff
89148,Mads,Heering,1985-08-31,Senior Engineer
424410,Mads,Jahnichen,1987-10-26,Senior Engineer
411149,Mads,Matzke,1998-05-14,Assistant Engineer
436094,Mads,McDermid,1987-10-31,Senior Engineer
405577,Mads,Middleton,1989-04-18,Engineer
436836,Mads,Muchinsky,1992-02-01,Senior Staff
225956,Mads,Parhami,1985-08-25,Engineer
258271,Mads,Peck,1986-07-29,Senior Engineer
49294,Mads,Peltason,1995-12-08,Senior Staff
419229,Mads,Pettey,1986-03-03,Engineer
471986,Mads,Ranst,1999-10-30,Assistant Engineer
12036,Mads,Ratzlaff,1986-09-05,Staff
261274,Mads,Serra,1986-11-19,Senior Engineer
463945,Mads,Sifakis,1985-07-29,Senior Staff
263400,Mads,Solovay,1993-11-10,Technique Leader
418815,Mads,Tanemo,1987-07-29,Senior Engineer
438934,Mads,Thisen,1987-06-25,Staff
27337,Mads,Undy,1997-08-13,Engineer
476353,Mads,Veeraraghavan,1987-09-21,Staff
434995,Mads,Yoshimura,1986-03-12,Senior Staff
93102,Magdalena,Barvinok,1996-02-15,Senior Engineer
485212,Magdalena,Besancenot,1995-04-26,Engineer
473848,Magdalena,Butner,1988-02-20,Engineer
465901,Magdalena,Facello,1998-12-30,Engineer
236383,Magdalena,Figueira,1991-10-26,Technique Leader
233520,Magdalena,Ghazalie,1989-11-23,Staff
475521,Magdalena,Hopewell,1985-05-31,Senior Staff
293016,Magdalena,Kemmerer,1986-06-13,Engineer
415577,Magdalena,Kumaresan,1990-03-03,Engineer
65217,Magdalena,Leijenhorst,1986-10-31,Senior Engineer
457601,Magdalena,Leuchs,1985-09-26,Senior Engineer
52698,Magdalena,Mersereau,1987-10-11,Engineer
459653,Magdalena,Monkewich,1990-03-30,Senior Engineer
259989,Magdalena,Nitsche,1985-09-11,Engineer
207793,Magdalena,Passafiume,1997-07-07,Senior Engineer
414326,Magdalena,Percebois,1994-10-01,Senior Staff
280277,Magdalena,Perry,1988-08-20,Senior Staff
15819,Magdalena,Rajcani,1993-08-16,Staff
71796,Magdalena,Rijckaert,1999-09-13,Staff
263735,Magdalena,Siksek,1991-07-28,Senior Staff
56519,Magdalena,Taubenfeld,1988-08-24,Senior Engineer
82979,Magdalena,Yeung,1999-03-24,Technique Leader
71896,Magdalena,Zobel,1988-03-21,Senior Staff
484934,Magy,Aamodt,1985-03-31,Senior Engineer
410563,Magy,Akazan,1991-06-14,Senior Staff
488877,Magy,Baca,1986-10-17,Senior Staff
297351,Magy,Barreiro,1995-03-21,Senior Staff
450836,Magy,Byoun,1999-08-03,Staff
482909,Magy,Chvatal,1996-02-28,Senior Engineer
105485,Magy,Danner,1985-03-21,Technique Leader
493683,Magy,Ducloy,1995-01-22,Staff
427529,Magy,Feldmann,1988-04-14,Staff
453639,Magy,Fujisaki,1997-10-11,Assistant Engineer
97089,Magy,Georg,1986-05-19,Engineer
41514,Magy,Iisaku,1985-04-11,Engineer
90802,Magy,Isard,1999-01-01,Engineer
460351,Magy,Jiang,1992-07-17,Senior Engineer
474124,Magy,Koblick,1999-04-16,Engineer
237221,Magy,Krohm,1985-08-09,Technique Leader
37735,Magy,Larfeldt,1987-02-24,Engineer
427744,Magy,Lunt,1995-03-01,Senior Engineer
213010,Magy,Lupu,1986-09-07,Senior Engineer
288384,Magy,Maksimenko,1985-03-26,Senior Engineer
225650,Magy,McClure,1986-11-06,Staff
35830,Magy,McFarlan,1985-04-30,Engineer
11647,Magy,Nitsche,1988-05-11,Senior Engineer
249613,Magy,Onuegbe,1987-05-13,Senior Staff
494899,Magy,Orlowski,1988-07-07,Engineer
246513,Magy,Parhami,1987-04-29,Senior Engineer
57795,Magy,Tetzlaff,1987-04-24,Senior Staff
84821,Magy,Vieri,1998-05-07,Senior Staff
230750,Magy,Vigier,1987-12-12,Staff
20336,Magy,Wolniewicz,1999-12-22,Engineer
423466,Magy,Zhang,1992-12-10,Engineer
50437,Maha,Beilner,1989-08-12,Engineer
428914,Maha,Bernini,1985-09-28,Engineer
254985,Maha,Casperson,1985-06-24,Engineer
261575,Maha,Comte,1988-05-22,Senior Staff
493788,Maha,Cronau,1992-11-25,Staff
222295,Maha,Ermel,1995-08-10,Engineer
211568,Maha,Escriba,1988-04-03,Staff
37186,Maha,Feinberg,1988-12-29,Senior Staff
262953,Maha,Feldmann,1988-12-19,Engineer
409959,Maha,Gecsei,1988-05-27,Engineer
298927,Maha,Gomatam,1985-12-23,Engineer
244705,Maha,Guerreiro,1988-08-12,Senior Staff
26828,Maha,Haddadi,1992-04-05,Senior Engineer
61511,Maha,Heping,1996-05-22,Senior Staff
83546,Maha,Kawashimo,1986-04-12,Engineer
238689,Maha,Mamelak,1996-07-19,Engineer
492118,Maha,Murthy,1988-08-28,Staff
434456,Maha,Picci,1985-09-10,Staff
475639,Maha,Ranka,1999-01-06,Staff
256936,Maha,Redmiles,1986-10-02,Engineer
493286,Maha,Riesenhuber,1993-12-22,Engineer
96853,Maha,Rissanen,1985-07-13,Engineer
285758,Maha,Ritzmann,1986-06-02,Senior Engineer
226991,Maha,Schreiter,1985-06-07,Staff
91694,Maha,Showalter,1986-11-01,Engineer
224234,Maha,Slobodova,1986-09-30,Engineer
477747,Maha,Taubman,1988-12-27,Staff
453183,Maha,Ventosa,1988-06-02,Senior Staff
56763,Mahendra,Cangellaris,1990-09-23,Staff
481231,Mahendra,Conry,1986-07-03,Senior Staff
455160,Mahendra,Cooley,1985-02-19,Engineer
220184,Mahendra,Emiris,1986-07-24,Staff
268416,Mahendra,Ermel,1996-05-14,Senior Staff
436514,Mahendra,Fritzsche,1988-04-11,Staff
236373,Mahendra,Fujisaki,1998-09-22,Staff
63422,Mahendra,Gulak,1986-09-12,Senior Engineer
442841,Mahendra,Guting,1992-12-10,Senior Engineer
256167,Mahendra,Kenevan,1985-12-14,Engineer
55422,Mahendra,Kranzdorf,1993-09-30,Senior Engineer
299555,Mahendra,Lanzelotte,1986-06-30,Engineer
486509,Mahendra,Mayerwieser,1988-12-21,Senior Staff
94200,Mahendra,Michaeli,1987-03-30,Staff
34130,Mahendra,Perry,1996-03-05,Engineer
87944,Mahendra,Schmezko,1992-06-16,Senior Engineer
204524,Mahendra,Schreiter,1988-11-17,Senior Engineer
86252,Mahendra,Selenyi,1996-03-20,Staff
409087,Mahendra,Spataro,1995-12-31,Engineer
29190,Mahendra,Sudbeck,1989-05-22,Senior Staff
405141,Mahendra,Tokunaga,1990-05-13,Staff
477906,Mahendra,Varley,1993-05-29,Senior Staff
49893,Mahendra,Verhaegen,1985-09-26,Senior Engineer
261978,Mahendra,Willoner,1986-05-08,Senior Engineer
295180,Mahmut,Benveniste,1988-07-29,Senior Staff
82305,Mahmut,Biros,1988-01-19,Senior Engineer
50441,Mahmut,Braunschweig,1991-04-01,Senior Staff
72074,Mahmut,Chinal,1988-02-22,Staff
49617,Mahmut,Domenig,1986-09-14,Senior Staff
27703,Mahmut,Douceur,1988-04-08,Senior Engineer
414261,Mahmut,Guting,1988-09-21,Senior Engineer
14710,Mahmut,Hainaut,1988-09-18,Senior Staff
217168,Mahmut,Heystek,1988-02-28,Engineer
465447,Mahmut,Kabayashi,1998-03-17,Senior Engineer
406857,Mahmut,Kemmerer,1987-09-06,Senior Engineer
229779,Mahmut,Kohling,1987-06-26,Senior Staff
457667,Mahmut,Kumaresan,1988-05-24,Staff
462070,Mahmut,Marsiglia,1998-04-18,Staff
77763,Mahmut,Mitchem,1987-08-19,Senior Staff
458321,Mahmut,Orlowski,1995-12-19,Engineer
446030,Mahmut,Peris,1998-03-19,Senior Engineer
100257,Mahmut,Poulakidas,1994-08-28,Engineer
293575,Mahmut,Radhakrishnan,1993-04-09,Senior Staff
462116,Mahmut,Ramras,1998-10-03,Engineer
210891,Mahmut,Ranze,1987-09-24,Senior Engineer
444853,Mahmut,Schoegge,1989-01-14,Senior Staff
422057,Mahmut,Shiratori,1986-07-06,Senior Staff
101110,Mahmut,Strooper,1988-08-28,Technique Leader
106679,Mahmut,Tasistro,1993-04-19,Engineer
274440,Mahmut,Valette,1985-11-21,Engineer
270020,Mahmut,Vendrig,1986-12-17,Engineer
65543,Mahmut,Verhoeff,1987-06-19,Technique Leader
218877,Mahmut,Wendorf,1986-10-22,Engineer
434546,Mahmut,Whitcomb,1998-08-26,Staff
456744,Maia,Chandrasekhar,1991-12-31,Engineer
410313,Maia,Chepyzhov,1988-02-23,Engineer
440989,Maia,Cincotta,1993-07-24,Engineer
62857,Maia,Cummings,1991-12-10,Senior Staff
284010,Maia,Danley,1989-01-03,Engineer
285986,Maia,Erez,1987-08-30,Senior Staff
222180,Maia,Feinberg,1988-11-18,Senior Staff
94062,Maia,Genther,1986-11-21,Senior Staff
473350,Maia,Hammerschmidt,1985-07-30,Senior Engineer
452690,Maia,Hempstead,1991-02-15,Staff
495317,Maia,Jiang,1988-12-12,Senior Engineer
213126,Maia,Kolvik,1990-09-07,Senior Staff
51078,Maia,Leuchs,1993-07-02,Engineer
243154,Maia,Marrakchi,1985-08-10,Technique Leader
451364,Maia,Raney,1992-08-16,Senior Engineer
206974,Maia,Sadowsky,1994-07-07,Engineer
108668,Maia,Staelin,1992-06-27,Senior Staff
37900,Maia,Thummel,1987-05-11,Staff
218044,Maia,Veevers,1987-03-20,Staff
101385,Maia,Vickson,1999-06-27,Technique Leader
439686,Maia,Zeleznik,1988-04-26,Senior Engineer
109672,Maia,Zhiwei,1998-01-05,Engineer
423251,Maia,Zolotykh,1988-04-08,Senior Staff
97241,Maik,Decaestecker,1985-05-29,Senior Engineer
420997,Maik,Gill,1985-07-30,Technique Leader
483347,Maik,Guenter,1992-08-05,Technique Leader
467712,Maik,Iisaka,1987-01-04,Engineer
102372,Maik,Jahnichen,1990-01-12,Senior Engineer
273778,Maik,Landherr,1988-06-18,Senior Staff
447480,Maik,Leppanen,1990-05-07,Technique Leader
486540,Maik,Matzke,1987-08-01,Assistant Engineer
99153,Maik,Montresor,1993-06-06,Senior Engineer
269237,Maik,Naudin,1991-06-18,Staff
15408,Maik,Penttonen,1996-11-23,Staff
426807,Maik,Pramanik,1985-12-13,Senior Engineer
105722,Maik,Riefers,1997-12-28,Staff
417595,Maik,Roccetti,1988-06-16,Staff
75918,Maik,Rodiger,1993-07-29,Engineer
269565,Maik,Rosar,1988-05-13,Technique Leader
93729,Maik,Sadowsky,1997-04-18,Senior Staff
266638,Maik,Schlumberger,1995-08-16,Senior Staff
239022,Maik,Selenyi,1991-02-10,Staff
455759,Maik,Smailagic,1987-05-04,Staff
273157,Maik,Valtorta,1988-04-10,Staff
434602,Maja,Angel,1985-05-06,Senior Engineer
493811,Maja,Asser,1988-12-22,Senior Engineer
252166,Maja,Avouris,1988-08-19,Engineer
107276,Maja,Badache,1993-11-30,Senior Engineer
57658,Maja,Bahk,1987-09-14,Staff
275566,Maja,Birrer,1986-11-16,Senior Engineer
299329,Maja,Brattka,1995-02-22,Staff
45658,Maja,Ebeling,1998-03-25,Senior Staff
223493,Maja,Frolund,1989-08-30,Senior Engineer
497971,Maja,Gecsel,1991-04-19,Senior Engineer
496840,Maja,Georgakopoulos,1988-04-14,Staff
244958,Maja,Merks,1986-02-14,Senior Engineer
414134,Maja,Molberg,1992-12-11,Senior Staff
447240,Maja,Riefers,1987-11-06,Staff
73921,Maja,Rijsenbrij,1988-03-21,Engineer
207860,Maja,Rodite,1988-05-23,Engineer
409767,Maja,Ruther,1995-05-15,Senior Staff
56463,Maja,Staudhammer,1997-06-03,Technique Leader
32903,Maja,Terlouw,1990-04-02,Engineer
489674,Maja,Tramer,1988-02-02,Senior Engineer
453722,Maja,Ushiama,1985-10-10,Senior Staff
34385,Maja,Walston,1999-06-02,Engineer
61997,Maja,Yurek,1988-03-14,Senior Engineer
60638,Makato,Alencar,1995-06-04,Engineer
47148,Makato,Baezner,1987-04-12,Engineer
237154,Makato,Bardell,1986-09-25,Senior Staff
17448,Makato,Belinskaya,1987-02-04,Engineer
295241,Makato,Bellone,1985-09-16,Technique Leader
73972,Makato,Biron,1985-09-18,Staff
279707,Makato,Broder,1998-02-01,Senior Engineer
22728,Makato,Codenie,1986-11-21,Staff
33221,Makato,Demri,1997-06-21,Engineer
251130,Makato,Duclos,1987-03-26,Senior Engineer
295439,Makato,Fadgyas,1986-10-31,Staff
217961,Makato,Fortenbacher,1996-04-03,Technique Leader
225123,Makato,Gide,1986-01-14,Technique Leader
469696,Makato,Harnett,1986-10-01,Senior Staff
214935,Makato,Hiroyama,1993-11-15,Engineer
235597,Makato,Kobara,1991-04-08,Engineer
224269,Makato,Kornatzky,1987-12-15,Senior Staff
491117,Makato,Liedekerke,1992-02-27,Staff
266075,Makato,Lovengreen,1985-10-12,Engineer
16246,Makato,Masaki,1996-10-10,Engineer
405667,Makato,McDermid,1985-12-14,Senior Staff
90348,Makato,Merks,1988-03-15,Senior Staff
279510,Makato,Munck,1986-01-26,Staff
291788,Makato,Poupard,1986-11-28,Senior Staff
204248,Makato,Reghbati,1988-02-28,Senior Staff
466487,Makato,Strooper,1998-10-05,Staff
104313,Makato,Thisen,1991-05-02,Engineer
17556,Makato,Tsukuda,1993-07-22,Staff
82849,Makato,VanScheik,1985-10-12,Senior Staff
261815,Makato,Zaumen,1988-03-25,Engineer
286771,Make,Alblas,1992-05-01,Senior Engineer
409399,Make,Auria,1987-08-15,Senior Staff
465793,Make,Baek,1986-03-13,Engineer
203522,Make,Biros,1994-03-23,Staff
72343,Make,Bodoff,1988-02-13,Technique Leader
433689,Make,Borovoy,1988-03-09,Technique Leader
283315,Make,Chimia,1994-11-29,Senior Engineer
265857,Make,Conti,1994-03-18,Engineer
409305,Make,Curless,1985-11-04,Technique Leader
205313,Make,Duclos,1994-03-28,Senior Staff
234172,Make,Dulli,1991-11-21,Engineer
286292,Make,Eterovic,1998-04-14,Senior Engineer
238800,Make,Ferretti,1987-09-21,Senior Engineer
69027,Make,Gihr,1991-12-22,Senior Staff
202357,Make,Hedayat,1999-08-14,Engineer
444396,Make,Highland,1990-09-09,Engineer
102728,Make,Jiang,1997-05-03,Staff
243877,Make,Kolvik,1987-12-20,Staff
230426,Make,Riesenhuber,1986-10-20,Senior Engineer
280949,Make,Setiz,1985-04-24,Engineer
437691,Make,Sichman,1988-03-07,Engineer
245264,Make,Streng,1993-02-22,Senior Staff
92225,Make,Versino,1995-06-23,Staff
495851,Make,Vrecion,1996-12-14,Staff
101096,Make,Zaccaria,1995-07-04,Senior Engineer
434249,Malu,Bonifati,1988-05-30,Staff
211293,Malu,Champarnaud,1985-05-20,Senior Engineer
226099,Malu,Chandrasekhar,1987-11-06,Staff
496735,Malu,Cochrane,1991-09-09,Senior Engineer
430347,Malu,Cyne,1986-08-14,Senior Staff
278619,Malu,Denis,1988-07-14,Staff
472748,Malu,Denny,1985-12-24,Senior Staff
253805,Malu,Fargier,1985-02-10,Senior Engineer
492184,Malu,Fetvedt,1994-01-04,Engineer
66993,Malu,Georgakopoulos,1992-03-14,Staff
207514,Malu,Haumacher,1995-08-19,Staff
440795,Malu,Hemaspaandra,1997-08-13,Engineer
225979,Malu,Hoogerwoord,1986-07-11,Senior Staff
496121,Malu,Jayawardene,1987-04-04,Staff
270973,Malu,Kalloufi,1986-05-08,Engineer
473521,Malu,Katalagarianos,1987-10-26,Staff
33787,Malu,Kriebel,1987-09-17,Senior Engineer
23860,Malu,Kumaresan,1988-02-27,Senior Staff
243213,Malu,Kusakabe,1993-06-01,Senior Staff
446404,Malu,Luks,1985-10-07,Engineer
450003,Malu,Merlo,1986-05-22,Engineer
31697,Malu,Msuda,1986-04-08,Senior Engineer
242818,Malu,Murtagh,1987-11-17,Engineer
496662,Malu,Oskamp,1988-02-11,Staff
461808,Malu,Radivojevic,1995-06-29,Senior Staff
41239,Malu,Rajaraman,1988-07-18,Senior Staff
422161,Malu,Riefers,1987-08-03,Senior Staff
53475,Malu,Selenyi,1988-11-14,Senior Staff
438267,Malu,Sichman,1995-04-14,Staff
414378,Malu,Sinicrope,1986-06-03,Senior Staff
232134,Malu,Suwa,1995-07-17,Senior Engineer
274492,Malu,Zeilberger,1991-08-05,Senior Staff
105085,Mamdouh,Bach,1991-04-18,Senior Staff
475663,Mamdouh,Borstler,1986-05-01,Senior Engineer
434089,Mamdouh,Bratten,1994-03-23,Senior Engineer
217081,Mamdouh,Buescher,1987-09-27,Engineer
25867,Mamdouh,Ernst,1999-12-18,Senior Staff
261700,Mamdouh,Gronowski,1999-03-12,Assistant Engineer
27403,Mamdouh,Hiroyama,1986-04-29,Senior Engineer
95841,Mamdouh,Kampfer,1987-06-22,Senior Staff
422380,Mamdouh,Kawashimo,1991-03-28,Technique Leader
78185,Mamdouh,Klassen,1986-12-08,Engineer
274462,Mamdouh,Leonhardt,1990-04-29,Senior Staff
469976,Mamdouh,Loncour,1987-05-19,Senior Engineer
47103,Mamdouh,Lueh,1986-12-04,Staff
81510,Mamdouh,Penttonen,1988-04-08,Senior Staff
252997,Mamdouh,Reutenauer,1988-01-02,Senior Engineer
223850,Mamdouh,Rossi,1995-03-13,Engineer
53663,Mamdouh,Segond,1988-08-01,Senior Staff
483695,Mamdouh,Sommer,1988-04-29,Senior Engineer
92517,Mamdouh,Suessmith,1994-04-04,Assistant Engineer
458452,Mamdouh,Suwa,1988-09-25,Senior Staff
272344,Mamdouh,Vesna,1989-07-14,Senior Staff
418339,Mamdouh,Wendorf,1992-02-05,Engineer
454444,Mamdouh,Wynblatt,1998-06-19,Staff
232204,Mamdouh,Zastre,1997-11-04,Staff
275285,Mana,Aingworth,1998-09-04,Technique Leader
485742,Mana,Bernardinello,1985-03-27,Senior Engineer
484206,Mana,Berstel,1994-07-01,Engineer
462809,Mana,Brlek,1987-09-14,Engineer
80977,Mana,Danner,1994-12-18,Senior Engineer
214665,Mana,Eickenmeyer,1995-11-18,Assistant Engineer
94201,Mana,Fabrizio,1990-10-14,Senior Engineer
92879,Mana,Hellwagner,1997-02-27,Senior Engineer
214791,Mana,Ligten,1988-10-23,Engineer
205381,Mana,Lung,1998-04-18,Engineer
281877,Mana,Murthy,1988-02-29,Engineer
20065,Mana,Onuegbe,1997-12-03,Staff
295085,Mana,Picht,1995-12-22,Senior Engineer
487098,Mana,Poujol,1997-12-16,Staff
273822,Mana,Roison,1987-09-04,Senior Engineer
483656,Mana,Serot,1987-10-30,Staff
73225,Mana,Swick,1998-01-25,Engineer
80070,Mana,Thisen,1991-11-28,Senior Staff
423920,Mana,Thombley,1995-05-16,Engineer
471985,Mana,Ushiama,1996-07-01,Staff
418766,Mana,Viele,1985-03-04,Senior Engineer
276344,Mana,Vieri,1998-04-24,Assistant Engineer
